MAGI2,wnt signaling pathway,smad protein signal transduction,pi3k/akt signaling pathway,cell adhesion,receptor clustering,cell migration
CDH13,cadherin binding,rho protein signal transduction,regulation of epidermal growth factor receptor signaling pathway,positive regulation of smooth muscle cell proliferation,sprouting angiogenesis,endothelial cell migration
FRAT2,protein export from nucleus,wnt signaling pathway,canonical wnt signaling pathway,cytoplasm localization,nucleus localization,gsk-3 binding
MAGI1,adherens junction,tight junction,endothelial cell morphogenesis,protein-containing complex assembly,signal transduction,cell adhesion
KIFC3,microtubule motor activity,protein binding,epithelial cell-cell adhesion,adherens junction,golgi organization,microtubule cytoskeleto
PPARD,fatty acid metabolic process,negative regulation of epithelial cell proliferation,positive regulation of apoptotic signaling pathway,nf-kappab binding,phosphatidylinositol 3-kinase/protein kinase b signal transduction,dna-binding transcription factor activity
MEP1B,metalloprotease activity,extracellular matrix cleavage,tumor progression,immune evasion,inflammatory response,proteolysis
FMN1,actin filament polymerization,actin nucleation,actin cytoskeleton organization,sh3 domain binding,gene expression,focal adhesion assembly
TFF2,cxcr4 chemokine receptor binding,protein binding,negative regulation of gastric acid secretion,chemokine-mediated signaling pathway,maintenance of gastrointestinal epithelium,extracellular space
SMEK1,tyrosine kinase activity,cell proliferation,cell survival,oncogenic signaling pathway,tumorigenesis,cancer
GOLIM4,golgi lumen,cis-golgi network,endosome membrane,golgi cisterna membrane,endocytic vesicle,intragolgi trafficking
BRWD1,regulation of transcription by rna polymerase ii,bromodomain,wd40 repeat,cytoskeleton organization,cell shape,nucleus localizatio
ZNF14,dna-binding transcription factor activity,regulation of dna-templated transcription,dna binding,rna polymerase ii-specific,nucleus localization,zinc finger
ARL6,gtp binding,gtpase activity,phospholipid binding,protein binding,ciliary membrane,cell projection organization
LIPT1,n-acyltransferase activity,lipoyltransferase activity,protein binding,acyltransferase activity,lipid metabolic process,mitochondrial localization
SHC2,receptor tyrosine kinase binding,protein binding,intracellular signal transduction,cell surface receptor protein tyrosine kinase signaling pathway,phosphotyrosine binding,collagen homology domain
SHC4,receptor tyrosine kinase binding,protein domain specific binding,protein binding,positive regulation of cell population proliferation,apoptotic process,stem cell differentiation
RIT2,gtp binding,signal transduction,regulation of endocytosis,mapk cascade,protein binding,neuronal projection development
GLS,glutaminase activity,protein binding,glutamine catabolic process,mitochondrion localization,glutamate biosynthetic process,cytosol localizatio
TCL1A,protein kinase binding,identical protein binding,protein serine/threonine kinase activator activity,akt signaling pathway,cell growth and survival,nucleus localizatio
APPL1,protein binding,phosphtidylinositol binding,signal transduction,insulin receptor signaling pathway,regulation of protein localization to plasma membrane,positive regulation of cytokine production involved in inflammatory respons
FOXO6,dna-templated transcription regulation,sequence-specific dna binding,protein binding,transcriptional regulation,cell cycle control,apoptosis
FOXA2,transcription cis-regulatory region binding,dna-binding transcription factor activity,nucleic acid binding,positive regulation of dna-templated transcription,cell differentiation,chromatin organization
PI3,serine-type endopeptidase inhibitor activity,endopeptidase inhibitor activity,extracellular matrix,peptide cross-linking,innate immune response,extracellular space
RGS9BP,g protein-coupled receptor signaling pathway,negative regulation of signal transduction,rod photoreceptor outer segment,membrane localization,tumorigenesis,gpcr signaling disruption
GRK4,g protein-coupled receptor kinase activity,protein serine/threonine kinase activity,receptor internalization,regulation of g protein-coupled receptor signaling pathway,signal transduction,plasma membrane localization
PAQR5,signaling receptor activity,steroid binding,metal ion binding,cell differentiation,protein binding,membrane localization
OR52N1,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization.
OR2T4,olfactory receptor activity,g protein-coupled receptor activity,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,g protein-coupled receptor signaling pathway,none
OR2T29,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR10C1,odorant receptor activity,g protein-coupled receptor activity,sensory perception of smell,olfactory receptor signaling pathway,chemical stimulus involved in sensory perception,plasma membrane localization
OR4S2,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,membrane localization,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR2T5,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR2B3,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,plasma membrane localization
OR14J1,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smel
OR2AP1,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,cancer progression
OR6Q1,olfactory receptor activity,g protein-coupled receptor activity,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,g protein-coupled receptor signaling pathway,membrane localizatio
OR2B11,olfactory receptor activity,g protein-coupled receptor activity,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,g protein-coupled receptor signaling pathway,membrane localization
OR52E2,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,sensory perception of smell,detection of chemical stimulus involved in sensory perception of smell,membrane
OR10W1,g protein-coupled receptor activity,odorant binding,sensory perception of smell,cell proliferation,cell differentiation,g protein-coupled receptor signaling pathway
OR52N2,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR52N5,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localizatio
OR11H2,olfactory receptor activity,g protein-coupled receptor activity,sensory perception of smell,detection of chemical stimulus involved in sensory perception of smell,g protein-coupled receptor signaling pathway,membrane localization
OR5AK2,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smel
OR2S2,olfactory receptor activity,g protein-coupled receptor activity,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization,plasma membrane localizatio
OR5D14,odorant binding,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR13F1,olfactory receptor activity,g protein-coupled receptor activity,sensory perception of smell,detection of chemical stimulus involved in sensory perception of smell,membrane localization,plasma membrane localization
OR51G2,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR2T2,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membran
OR5T1,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,plasma membrane localization
OR8H1,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,sensory perception of smell,detection of chemical stimulus involved in sensory perception of smel
OR9A2,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR9Q1,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR2F1,olfactory receptor activity,g protein-coupled receptor activity,signal transduction,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smel
OR10K1,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smel
OR11A1,olfactory receptor activity,g protein-coupled receptor activity,plasma membrane localization,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR4C12,olfactory receptor activity,g protein-coupled receptor activity,sensory perception of smell,detection of chemical stimulus involved in sensory perception of smell,membrane localization,plasma membrane
OR5T2,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR4F5,olfactory receptor activity,g protein-coupled receptor activity,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,g protein-coupled receptor signaling pathway,membrane localization
OR51F1,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus,membrane localization,sensory perception
OR5AN1,odorant binding,g protein-coupled receptor activity,sensory perception of smell,detection of chemical stimulus involved in sensory perception,adenylate cyclase-activating g protein-coupled receptor signaling pathway,membrane localization
OR2A5,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR2A2,g protein-coupled receptor activity,olfactory receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR2D3,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR1L4,olfactory receptor activity,g protein-coupled receptor activity,signal transduction,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR4P4,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,plasma membrane localization
OR1C1,olfactory receptor activity,g protein-coupled receptor activity,signal transduction,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,plasma membrane localization
OR2A12,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR3A2,olfactory receptor activity,g protein-coupled receptor activity,sensory perception of smell,signal transduction,detection of chemical stimulus involved in sensory perception of smell,membrane localization
OR4K13,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,plasma membrane localization
OR14C36,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,sensory perception of smell,membrane localizatio
OR5D13,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smel
OR4K17,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localizatio
OR4L1,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localizatio
OR6N2,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR52K2,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localizatio
OR2T35,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,plasma membrane localization
OR2T12,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localizatio
OR6C6,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR13D1,olfactory receptor activity,g protein-coupled receptor activity,signal transduction,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR4C3,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR13C4,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membran
OR1K1,odorant binding,g protein-coupled receptor activity,sensory perception of smell,olfactory receptor activity,detection of chemical stimulus involved in sensory perception of smell,membrane localizatio
OR4F17,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR10T2,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR4C5,olfactory receptor activity,g protein-coupled receptor activity,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,g protein-coupled receptor signaling pathway,membrane localization
OR13C8,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR8H3,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR2L5,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR51V1,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR4A16,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,cell proliferation
OR10Z1,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR13C3,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR13C5,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR4F15,olfactory receptor activity,g protein-coupled receptor activity,sensory perception of smell,detection of chemical stimulus involved in sensory perception of smell,g protein-coupled receptor signaling pathway,plasma membrane localization
OR4C16,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR13C9,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR2F2,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR1N2,olfactory receptor activity,g protein-coupled receptor activity,signal transduction,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smel
OR5C1,g protein-coupled receptor activity,odorant binding,sensory perception of smell,detection of chemical stimulus,g protein-coupled receptor signaling pathway,membrane localizatio
OR51M1,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localizatio
OR4A15,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR3A3,g protein-coupled receptor activity,olfactory receptor activity,signal transduction,plasma membrane localization,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR5L1,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smel
OR6N1,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,plasma membrane localization
OR5M11,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,membrane localization,detection of chemical stimulus,sensory perception of smel
OR56B4,olfactory receptor activity,g protein-coupled receptor activity,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,g protein-coupled receptor signaling pathway,none
OR8H2,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smel
OR5F1,g protein-coupled receptor activity,odorant binding,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR4D1,olfactory receptor activity,g protein-coupled receptor activity,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,tumor growth,metastasis
OR8G1,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR13C2,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,plasma membrane localizatio
OR14A16,odorant binding,g protein-coupled receptor activity,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,g protein-coupled receptor signaling pathway,membrane localization
OR9I1,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR10A4,g protein-coupled receptor activity,olfactory receptor activity,sensory perception of smell,detection of chemical stimulus involved in sensory perception of smell,axon guidance,membrane localizatio
OR2T34,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,plasma membrane localizatio
OR6C1,olfactory receptor activity,g protein-coupled receptor activity,sensory perception of smell,protein binding,detection of chemical stimulus involved in sensory perception of smell,g protein-coupled receptor signaling pathway
OR6C3,olfactory receptor activity,g protein-coupled receptor activity,olfaction,sensory perception of smell,detection of chemical stimulus involved in sensory perception of smell,membrane localizatio
OR6C65,olfactory receptor activity,g protein-coupled receptor activity,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,g protein-coupled receptor signaling pathway,membrane localization
OR10V1,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR5AU1,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR2M2,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,plasma membrane localizatio
OR8G5,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,sensory perception of smell,detection of chemical stimulus involved in sensory perception of smell,membrane localizatio
OR1L3,olfactory receptor activity,g protein-coupled receptor activity,signal transduction,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,protein binding
OR7G3,olfactory receptor activity,g protein-coupled receptor activity,signal transduction,sensory perception of smell,detection of chemical stimulus involved in sensory perception of smell,membrane localization
OR51B6,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localizatio
OR5B2,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smel
OR9Q2,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smel
OR8B8,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR4F6,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR51D1,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,plasma membrane localization
OR6M1,g protein-coupled receptor activity,olfactory receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
OR51B5,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localizatio
OR5J2,olfactory receptor activity,odorant binding,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR1L1,olfactory receptor activity,g protein-coupled receptor activity,signal transduction,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell
OR10A7,olfactory receptor activity,g protein-coupled receptor activity,g protein-coupled receptor signaling pathway,detection of chemical stimulus involved in sensory perception of smell,sensory perception of smell,membrane localization
SH2B3,signaling adaptor activity,negative regulation of receptor signaling pathway via jak-stat,negative regulation of cell population proliferation,hematopoiesis,protein tyrosine kinase binding,cytokine stimulus
MATK,protein tyrosine kinase activity,histone kinase activity,positive regulation of cell population proliferation,chromatin remodeling,protein phosphorylation,cytoplasm localization
GRAP,phosphotyrosine residue binding,epidermal growth factor receptor binding,ras protein signal transduction,mapk cascade regulation,cell-cell signaling,plasma membrane localization
STAP1,signaling adaptor activity,receptor tyrosine kinase binding,positive regulation of phagocytosis,macrophage colony-stimulating factor receptor binding,protein kinase binding,phospholipid binding
PTPRO,protein tyrosine phosphatase activity,cell adhesion,signaling cascade,tyrosine phosphorylation,tumor invasion,metastasis
SENP2,sumo-specific endopeptidase activity,protein sumoylation,protein desumoylation,wnt signaling pathway regulation,protein destabilization,positive regulation of protein ubiquitination
TDG,uracil-dna glycosylase activity,dna repair,base-excision repair,transcriptional regulation,genomic stability,mutation prevention
SENP5,sumo-specific endopeptidase activity,protein desumoylation,proteolysis,cell division,nucleus localization,cytosol localization
NR4A2,zinc ion binding,nuclear receptor activity,dna-binding transcription factor activity,neuron differentiation,response to hypoxia,transcription by rna polymerase ii
SP3,dna-binding transcription factor activity,dna-binding transcription repressor activity,rna polymerase ii cis-regulatory region sequence-specific dna binding,positive regulation of dna-templated transcription,negative regulation of transcription by rna polymerase ii,cell differentiation
SAFB,chromatin organization,dna binding,rna polymerase ii cis-regulatory region sequence-specific dna binding,regulation of transcription by rna polymerase ii,estrogen receptor signaling pathway,rna binding
SATB1,sequence-specific dna binding,chromatin remodeling,transcriptional repression,rna polymerase ii regulation,nucleus localization,cancer-associated dysregulation
C4BPB,complement activation,classical pathway,negative regulation of complement activation,protein binding,blood coagulation,positive regulation of protein catabolic process
MLXIPL,glucose homeostasis,positive regulation of glycolytic process,lipid biosynthetic process,transcriptional regulation by rna polymerase ii,dna-binding transcription factor activity,regulation of transcription by rna polymerase ii
SESN3,negative regulation of torc1 signaling,regulation of phosphatidylinositol 3-kinase/protein kinase b signal transduction,cellular response to amino acid starvation,cellular response to glucose starvation,positive regulation of macroautophagy,acting on peroxide as acceptor
PPM1A,rna polymerase ii ctd heptapeptide repeat s2 phosphatase activity,map kinase serine/threonine phosphatase activity,histone h2axs140 phosphatase activity,r-smad binding,positive regulation of canonical wnt signaling pathway,negative regulation of canonical nf-kappab signal transduction
GPNMB,cell adhesion,positive chemotaxis,regulation of angiogenesis,negative regulation of t cell proliferation,negative regulation of t cell activation,signal transduction
TGIF1,dna-binding transcription repressor activity,dna binding,rna polymerase ii-specific,co-smad binding,negative regulation of transcription by rna polymerase ii,sequence-specific double-stranded dna binding
FOXG1,dna binding,protein binding,transcription factor activity,neuron differentiation,cell cycle regulation,brain development
TGIF2,regulation of dna-templated transcription,dna binding,nucleoplasm,neuron differentiation,amacrine cell differentiation,transcriptional regulation
MTMR4,phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity,chromatin remodeling,histone h2axy142 phosphatase activity,negative regulation of bmp signaling pathway,regulation of autophagy
SNIP1,mrna binding,rna splicing,mirna processing,transcription regulator inhibitor activity,negative regulation of canonical nf-kappab signal transduction,protein binding
CTDSP1,rna polymerase ii ctd heptapeptide repeat phosphatase activity,protein dephosphorylation,chromatin remodeling,regulation of transcription by rna polymerase ii,negative regulation of g1/s transition of mitotic cell cycle,nucleus localizatio
CTDSP2,protein dephosphorylation,chromatin remodeling,negative regulation of g1/s transition of mitotic cell cycle,regulation of transcription by rna polymerase ii,rna polymerase ii ctd heptapeptide repeat phosphatase activity,histone h2axs140 phosphatase activity
CTDSPL,rna polymerase ii ctd heptapeptide repeat phosphatase activity,chromatin remodeling,regulation of transcription by rna polymerase ii,negative regulation of g1/s transition of mitotic cell cycle,protein serine/threonine phosphatase activity,histone h2axs140 phosphatase activity
PTPN4,protein tyrosine phosphatase activity,cytoskeletal protein binding,glutamate receptor binding,histone h2axy142 phosphatase activity,chromatin remodeling,negative regulation of receptor tyrosine kinase signaling
PTPN5,protein-tyrosine phosphatase activity,histone h2axy142 phosphatase activity,metal-dependent,signal transduction,chromatin remodeling,nucleoplasm localization
SPEN,transcriptional repression,dna binding,rna binding,protein binding,x chromosome inactivation,notch signaling pathway
TLR5,pattern recognition receptor activity,toll-like receptor 5 signaling pathway,inflammatory response,interleukin-1 receptor binding,positive regulation of interleukin-8 production,cellular response to lipopolysaccharid
HES7,rna polymerase ii cis-regulatory region sequence-specific dna binding,dna binding,negative regulation of dna-templated transcription,notch signaling pathway,regulation of transcription by rna polymerase ii,somitogenesis
FCER2,fc-epsilon receptor signaling pathway,positive regulation of humoral immune response mediated by circulating immunoglobulin,macrophage activation,ige binding,low-affinity ige receptor activity,protein binding
CTBP2,transcription corepressor activity,positive regulation of retinoic acid receptor signaling pathway,negative regulation of cell population proliferation,protein binding,transcription coactivator activity,nad or nadp as acceptor
PDC,phospholipase inhibitor activity,g protein-coupled receptor signaling pathway,phototransduction,regulation of g protein-coupled receptor signaling pathway,cilium localization,nucleus localization
ILKAP,myosin phosphatase activity,rna polymerase ii ctd heptapeptide repeat s2 phosphatase activity,integrin-mediated signaling pathway,signal transduction,chromatin remodeling,regulation of transcription by rna polymerase ii
TTC5,dna binding,chromatin binding,ribosome binding,dna repair,positive regulation of transcription by rna polymerase ii,cellular response to starvation
DTX2,ubiquitin protein ligase activity,notch signaling pathway,protein binding,zinc ion binding,transferase activity,cytoplasm localization
NUMBL,cytokine-mediated signaling pathway,neuroblast proliferation,protein binding,adherens junction organization,axonogenesis,positive regulation of neurogenesi
DLL3,calcium ion binding,notch binding,negative regulation of notch signaling pathway,cell differentiation,somitogenesis,tissue development
RBPJL,dna-binding transcription factor activity,rna polymerase ii transcription regulatory region sequence-specific dna binding,positive regulation of transcription by rna polymerase ii,regulation of dna-templated transcription,regulation of transcription by rna polymerase ii,protein binding
DHX58,rna helicase activity,cohesin loader activity,chromatin remodeling,antiviral innate immune response,regulation of innate immune response,negative regulation of mda-5 signaling pathway
SSH2,protein serine/threonine phosphatase activity,map kinase serine/threonine phosphatase activity,rna polymerase ii ctd heptapeptide repeat s2 phosphatase activity,positive regulation of cell migration,negative regulation of actin filament polymerization,cell differentiation
SSH3,protein serine/threonine phosphatase activity,rna polymerase ii ctd phosphatase activity,map kinase serine/threonine phosphatase activity,histone phosphatase activity,actin binding,negative regulation of actin filament polymerizatio
FBXO43,protein ubiquitination,negative regulation of cell cycle process,regulation of mitotic nuclear division,meiotic cell cycle,nucleus localization,zinc ion bindin
PLK2,mitotic spindle organization,dna damage response,apoptosis regulation,cell cycle progression,inflammatory response modulation,tumor growth
